Name,Regional,geometry
C34325,PAMPULHA,POINT Z (-43.97612839701799 -19.870176738526 0)
C34326,PAMPULHA,POINT Z (-43.97706279760483 -19.87385426332214 0)
C34327,PAMPULHA,POINT Z (-43.97946292876387 -19.87153431255368 0)
C34328,PAMPULHA,POINT Z (-43.976756 -19.877219 0)
C34329,PAMPULHA,POINT Z (-43.97949483595384 -19.85866655104346 0)
C34330,PAMPULHA,POINT Z (-43.97605464169757 -19.86272402649629 0)
C34331,PAMPULHA,POINT Z (-43.97691152038634 -19.85801261961089 0)
C34332,PAMPULHA,POINT Z (-43.97617297962885 -19.85478457395334 0)
C34333,PAMPULHA,POINT Z (-43.97301454061157 -19.85494322505609 0)
C34334,PAMPULHA,POINT Z (-43.97162078901041 -19.8573287609519 0)
C34335,PAMPULHA,POINT Z (-43.96853290453795 -19.8544052937909 0)
C34338,PAMPULHA,POINT Z (-43.96702681034569 -19.85946638039441 0)
C34339,PAMPULHA,POINT Z (-43.96467405553751 -19.85867649419201 0)
C34340,PAMPULHA,POINT Z (-43.96125485711914 -19.85752146096653 0)
C34342,PAMPULHA,POINT Z (-43.98771609666179 -19.87398889340206 0)
C34343,PAMPULHA,POINT Z (-43.9866592975763 -19.87118973439741 0)
C34344,PAMPULHA,POINT Z (-43.98500389347949 -19.87263944197436 0)
C34401,NOROESTE,POINT Z (-43.946819 -19.9035 0)
C34402,NOROESTE,POINT Z (-43.94811840797342 -19.90182335102478 0)
C34403,NOROESTE,POINT Z (-43.94813325449476 -19.901350939938 0)
C34404,NOROESTE,POINT Z (-43.947503 -19.901069 0)
C34405,NOROESTE,POINT Z (-43.94742423381341 -19.8994424071046 0)
C34406,NOROESTE,POINT Z (-43.948719 -19.900247 0)
C34407,NOROESTE,POINT Z (-43.95050553292066 -19.90142654411778 0)
C34408,NOROESTE,POINT Z (-43.95223241000431 -19.90227583622356 0)
C34409,NOROESTE,POINT Z (-43.951581 -19.904258 0)
C34410,NOROESTE,POINT Z (-43.949864 -19.904583 0)
C34411,NOROESTE,POINT Z (-43.94726677917942 -19.90467198228351 0)
C34412,NOROESTE,POINT Z (-43.947003 -19.906781 0)
C34413,NOROESTE,POINT Z (-43.94838284441438 -19.90576142722135 0)
C34415,NOROESTE,POINT Z (-43.948886 -19.908169 0)
C34416,NOROESTE,POINT Z (-43.94191073925135 -19.91113176918539 0)
C34417,NOROESTE,POINT Z (-43.943211 -19.912131 0)
C34418,NOROESTE,POINT Z (-43.948028 -19.912703 0)
C34419,NOROESTE,POINT Z (-43.9643648488794 -19.90193597391054 0)
C34420,NORDESTE,POINT Z (-43.95067124124277 -19.88377086514878 0)
C34421,NORDESTE,POINT Z (-43.94951488551172 -19.88998563443008 0)
C34422,NOROESTE,POINT Z (-43.94878191518525 -19.89723984670577 0)
C34423,NOROESTE,POINT Z (-43.94626537800301 -19.90056921637985 0)
C34424,NOROESTE,POINT Z (-43.9435736534059 -19.9073429075042 0)
C34425,NOROESTE,POINT Z (-43.96800638018493 -19.88812174435169 0)
C34427,PAMPULHA,POINT Z (-43.97032200634878 -19.86926314801455 0)
BA-01,BARREIRO,POINT Z (-44.01665541809825 -19.99461784354442 0)
BA-03,BARREIRO,POINT Z (-44.02481883970379 -19.98402129776883 0)
C41001,BARREIRO,POINT Z (-44.01251905660128 -19.97540348811348 0)
C41002,BARREIRO,POINT Z (-44.01559842148054 -19.97606961609852 0)
C41003,BARREIRO,POINT Z (-44.01722613579546 -19.97629624283858 0)
C41004,BARREIRO,POINT Z (-44.01954982305094 -19.97680647476536 0)
C41005,BARREIRO,POINT Z (-44.0216765685058 -19.97737145143382 0)
C41006,BARREIRO,POINT Z (-44.02870416526255 -19.98027951167613 0)
C41007,BARREIRO,POINT Z (-44.02664296518957 -19.9784418664281 0)
C41008,BARREIRO,POINT Z (-44.02428999768917 -19.97780457738638 0)
C41009,BARREIRO,POINT Z (-44.01728304252308 -19.97273594824266 0)
C41010,BARREIRO,POINT Z (-44.01888649314526 -19.9735737198485 0)
C41011,BARREIRO,POINT Z (-44.02158060062436 -19.97479781994748 0)
C41012,BARREIRO,POINT Z (-44.02412167813059 -19.97607126074041 0)
C41013,BARREIRO,POINT Z (-44.03468195620299 -19.99458055123571 0)
C41014,BARREIRO,POINT Z (-44.02768955947713 -19.97942590180968 0)
C41015,BARREIRO,POINT Z (-44.0161197125571 -19.97372701688767 0)
C41016,BARREIRO,POINT Z (-44.01787549175126 -19.974013396986 0)
C41017,BARREIRO,POINT Z (-44.01305416906465 -19.97398173248289 0)
C41018,BARREIRO,POINT Z (-44.01504647978265 -19.97462456321816 0)
C41019,BARREIRO,POINT Z (-44.02294178346888 -19.97753190515611 0)
C41020,BARREIRO,POINT Z (-44.01452658294704 -19.97702849662654 0)
C41021,BARREIRO,POINT Z (-44.01103624152022 -19.97787990391687 0)
C41022,BARREIRO,POINT Z (-44.00955844233879 -19.98384321404122 0)
C41023,BARREIRO,POINT Z (-44.00878730338044 -19.98741224024604 0)
C41024,BARREIRO,POINT Z (-44.00730798224251 -19.98661556903017 0)
C41025,BARREIRO,POINT Z (-44.00805697048449 -19.98912465887016 0)
C41026,BARREIRO,POINT Z (-44.00612059485238 -19.99595574368914 0)
C41027,BARREIRO,POINT Z (-44.00694387255478 -19.99624135281871 0)
C41028,BARREIRO,POINT Z (-44.00823625101284 -19.99676507188276 0)
C41029,BARREIRO,POINT Z (-44.03506911260915 -20.00487864150765 0)
C41030,BARREIRO,POINT Z (-43.99761772262787 -19.98927892535026 0)
C41031,BARREIRO,POINT Z (-43.99956077359222 -19.99118202807395 0)
C41032,BARREIRO,POINT Z (-43.99924818114307 -19.97688046115048 0)
C41034,BARREIRO,POINT Z (-44.01130167666858 -19.95843988370638 0)
C41037,BARREIRO,POINT Z (-44.00482105390097 -19.97725725594696 0)
C41038,BARREIRO,POINT Z (-44.02346659539242 -19.99325541082918 0)
C41039,BARREIRO,POINT Z (-43.98731474293236 -19.98532108819672 0)
C41040,BARREIRO,POINT Z (-44.02838131441053 -19.97614207600633 0)
C41041,BARREIRO,POINT Z (-44.00610914296026 -20.00099541745682 0)
C41042,BARREIRO,POINT Z (-44.01361493335854 -19.99057129288207 0)
C41043,BARREIRO,POINT Z (-44.03558476719387 -19.98786174214374 0)
C41044,BARREIRO,POINT Z (-44.0365303215126 -19.98927013292512 0)
C41045,BARREIRO,POINT Z (-44.03487132561757 -19.99076508464816 0)
C41046,BARREIRO,POINT Z (-44.03476312152327 -20.0064643858655 0)
C41047,BARREIRO,POINT Z (-44.03376078903159 -20.00925260835804 0)
C41048,BARREIRO,POINT Z (-44.04195349387643 -19.99242713664384 0)
C41049,BARREIRO,POINT Z (-44.04519327887861 -19.99400065891975 0)
C41051,BARREIRO,POINT Z (-44.04045687028042 -19.98723571248319 0)
C41052,BARREIRO,POINT Z (-44.04221450462431 -19.98787496058613 0)
C41053,BARREIRO,POINT Z (-44.04343003422318 -19.98879802241553 0)
C41054,BARREIRO,POINT Z (-44.03005050064181 -19.9787374404368 0)
C41055,BARREIRO,POINT Z (-44.02917190395016 -19.99387506830828 0)
C41056,BARREIRO,POINT Z (-44.03363784474458 -19.98422638242493 0)
C49001,NORTE,POINT Z (-43.94880504431033 -19.8219807003938 0)
C49002,VENDA NOVA,POINT Z (-43.98731013786993 -19.80097169150757 0)
C49003,VENDA NOVA,POINT Z (-43.95223025783523 -19.81858665837444 0)
C49004,VENDA NOVA,POINT Z (-43.95385481405872 -19.81583358638175 0)
C49005,VENDA NOVA,POINT Z (-43.95893317956534 -19.81240099211192 0)
C49006,VENDA NOVA,POINT Z (-43.96294147490629 -19.81162440929013 0)
C49008,VENDA NOVA,POINT Z (-43.97038191856779 -19.80653711724679 0)
C49009,VENDA NOVA,POINT Z (-43.97241706147796 -19.8033128746374 0)
C49010,VENDA NOVA,POINT Z (-43.97521532676237 -19.80286145437201 0)
C49011,VENDA NOVA,POINT Z (-43.98056217213649 -19.80151667337304 0)
C49012 (C13907),NORTE,POINT Z (-43.95258578310087 -19.82155591242337 0)
C49013,VENDA NOVA,POINT Z (-43.95362909431238 -19.81826204745748 0)
C49014,VENDA NOVA,POINT Z (-43.95661422731602 -19.81593574085707 0)
C49015,VENDA NOVA,POINT Z (-43.95998354716287 -19.8144977835006 0)
C49016,VENDA NOVA,POINT Z (-43.96498030043399 -19.81183592971317 0)
C49017,VENDA NOVA,POINT Z (-43.96868289750151 -19.8094069126292 0)
C49018,VENDA NOVA,POINT Z (-43.9706357093989 -19.80696615571643 0)
C49019,VENDA NOVA,POINT Z (-43.97431892894178 -19.80419630350818 0)
C49020,VENDA NOVA,POINT Z (-43.97916949789331 -19.80374497252388 0)
C49021,VENDA NOVA,POINT Z (-43.98583306776776 -19.80359275405988 0)
C49022,VENDA NOVA,POINT Z (-43.98983962786143 -19.80343624373769 0)
C49023,VENDA NOVA,POINT Z (-43.99683204648642 -19.80297993661243 0)
C49024,VENDA NOVA,POINT Z (-44.00041960635974 -19.80296836699215 0)
C49026,VENDA NOVA,POINT Z (-44.00255104350362 -19.80686299273895 0)
C49027,VENDA NOVA,POINT Z (-43.99424191778221 -19.82638234762885 0)
C49028,VENDA NOVA,POINT Z (-43.96035517552171 -19.82493508869215 0)
C49029,PAMPULHA,POINT Z (-43.96421115586617 -19.82885834395263 0)
C49030,VENDA NOVA,POINT Z (-43.96892739764441 -19.82724275571557 0)
C49031,PAMPULHA,POINT Z (-43.97170009733866 -19.8297760802674 0)
C49033,VENDA NOVA,POINT Z (-43.97763767754665 -19.81951620361765 0)
C49034,VENDA NOVA,POINT Z (-43.98376820168317 -19.81856639895412 0)
C49035,VENDA NOVA,POINT Z (-43.9843732476529 -19.81358218964184 0)
C49036,VENDA NOVA,POINT Z (-43.97237427573236 -19.81456452732447 0)
C49037,VENDA NOVA,POINT Z (-43.97963771148434 -19.82403746112555 0)
C49038,VENDA NOVA,POINT Z (-43.98037091121415 -19.82661429574017 0)
C49039,VENDA NOVA,POINT Z (-44.00230309022488 -19.815363670351 0)
C49040,VENDA NOVA,POINT Z (-44.0008589658574 -19.81777280527913 0)
C49041,VENDA NOVA,POINT Z (-43.99625484652967 -19.82520133682136 0)
C49042,VENDA NOVA,POINT Z (-43.9972236880428 -19.81891815164581 0)
C49043,VENDA NOVA,POINT Z (-43.99666719006505 -19.82265005988624 0)
C49044,VENDA NOVA,POINT Z (-43.97975992854601 -19.80587208082139 0)
C49045,VENDA NOVA,POINT Z (-43.9809460327346 -19.80814932255296 0)
C49046,VENDA NOVA,POINT Z (-43.97595155226455 -19.80578384113791 0)
C49047,VENDA NOVA,POINT Z (-43.95545746257032 -19.80327052890863 0)
C49048,VENDA NOVA,POINT Z (-43.95766577326552 -19.80562620678292 0)
C49049,VENDA NOVA,POINT Z (-43.95284446127281 -19.80576309334619 0)
C49050,VENDA NOVA,POINT Z (-43.95518896754268 -19.80841584563504 0)
C49051,VENDA NOVA,POINT Z (-43.96143193758256 -19.80121539273435 0)
C49052,VENDA NOVA,POINT Z (-43.95546934096416 -19.79922544322952 0)
C49053,VENDA NOVA,POINT Z (-43.95308796909485 -19.79830567563763 0)
C49054,VENDA NOVA,POINT Z (-43.96737697219933 -19.81656707003813 0)
C05001,OESTE,POINT Z (-43.99219029068178 -19.96922694098123 0)
C05002,OESTE,POINT Z (-43.98979144556219 -19.96099997994605 0)
C05003,OESTE,POINT Z (-43.98843735747659 -19.95896181205 0)
C05004,OESTE,POINT Z (-43.98670289361525 -19.95826146589376 0)
C05005,OESTE,POINT Z (-43.98616071753307 -19.95685332600231 0)
C05006,OESTE,POINT Z (-43.98329959873161 -19.95371391833394 0)
C05007,OESTE,POINT Z (-43.98134339332139 -19.9508320546516 0)
C05008,OESTE,POINT Z (-43.98402006272545 -19.94487532450349 0)
C05009,OESTE,POINT Z (-43.98386866587123 -19.94434379600004 0)
C05010,OESTE,POINT Z (-43.98302317474172 -19.94087752764578 0)
C05011,OESTE,POINT Z (-43.98476011593776 -19.94748432739357 0)
C05012,OESTE,POINT Z (-43.9764951951408 -19.97649365918749 0)
C05013,OESTE,POINT Z (-43.97412580733396 -19.97636119039367 0)
C05014,OESTE,POINT Z (-43.97173064291238 -19.97618266015142 0)
C05015,OESTE,POINT Z (-43.96776858696496 -19.97302271413273 0)
C05016,OESTE,POINT Z (-43.96492248245323 -19.97060814704879 0)
C05017,OESTE,POINT Z (-43.96316685640453 -19.96789342051329 0)
C05018,OESTE,POINT Z (-43.95495660655439 -19.96654189669911 0)
C05019,OESTE,POINT Z (-43.96463453279965 -19.96959042087535 0)
C05020,OESTE,POINT Z (-43.95777869708675 -19.96824785134419 0)
C05022,OESTE,POINT Z (-43.98680078230984 -19.92789673365827 0)
C05023,OESTE,POINT Z (-43.9942558402247 -19.9360346638661 0)
C05024,OESTE,POINT Z (-43.99687998720968 -19.9380152837615 0)
C05025,OESTE,POINT Z (-44.00091803277714 -19.93874884973642 0)
C05026,OESTE,POINT Z (-44.00195795311729 -19.94068743486838 0)
C05027,OESTE,POINT Z (-44.00343828942923 -19.94264436361714 0)
C05028,OESTE,POINT Z (-44.00395101237545 -19.94317060524123 0)
C05029,OESTE,POINT Z (-44.00555494684348 -19.94575161952809 0)
C05030,OESTE,POINT Z (-44.00794982190605 -19.94692457643828 0)
C05031,OESTE,POINT Z (-44.00901300530876 -19.94730680097383 0)
C05032,OESTE,POINT Z (-44.00983712016719 -19.94831603623395 0)
C05051,OESTE,POINT Z (-43.988867 -19.930786 0)
C05052,OESTE,POINT Z (-43.989789 -19.929956 0)
